conid,candidate_date,ticker,mle_rank,irc_rank,source_signal_label
346218218,2026-05-29,DELL,1,1,MLE_TOP10xIRC_TOP10_20d
731466419,2026-05-29,SMCI,3,1,MLE_TOP10xIRC_TOP10_20d
8314,2026-06-01,IBM,4,1,MLE_TOP10xIRC_TOP10_20d
9560,2026-06-01,MGM,10,7,MLE_TOP10xIRC_TOP10_20d
9939,2026-06-01,MU,6,3,MLE_TOP10xIRC_TOP10_20d
49921110,2026-06-01,NTAP,3,1,MLE_TOP10xIRC_TOP10_20d
109911821,2026-06-01,NOW,5,4,MLE_TOP10xIRC_TOP10_20d
209411798,2026-06-01,HPE,7,1,MLE_TOP10xIRC_TOP10_20d
209411801,2026-06-01,HPQ,8,1,MLE_TOP10xIRC_TOP10_20d
346218218,2026-06-01,DELL,1,1,MLE_TOP10xIRC_TOP10_20d
731466419,2026-06-01,SMCI,2,1,MLE_TOP10xIRC_TOP10_20d
8314,2026-06-02,IBM,5,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-06-02,MU,4,3,MLE_TOP10xIRC_TOP10_20d
272800,2026-06-02,ORCL,10,8,MLE_TOP10xIRC_TOP10_20d
49921110,2026-06-02,NTAP,6,1,MLE_TOP10xIRC_TOP10_20d
209411798,2026-06-02,HPE,2,1,MLE_TOP10xIRC_TOP10_20d
346218218,2026-06-02,DELL,1,1,MLE_TOP10xIRC_TOP10_20d
731466419,2026-06-02,SMCI,3,1,MLE_TOP10xIRC_TOP10_20d
8314,2026-06-03,IBM,8,1,MLE_TOP10xIRC_TOP10_20d
9560,2026-06-03,MGM,9,6,MLE_TOP10xIRC_TOP10_20d
9939,2026-06-03,MU,4,2,MLE_TOP10xIRC_TOP10_20d
49921110,2026-06-03,NTAP,5,1,MLE_TOP10xIRC_TOP10_20d
209411798,2026-06-03,HPE,2,1,MLE_TOP10xIRC_TOP10_20d
346218218,2026-06-03,DELL,1,1,MLE_TOP10xIRC_TOP10_20d
731466419,2026-06-03,SMCI,3,1,MLE_TOP10xIRC_TOP10_20d
8314,2026-06-04,IBM,6,1,MLE_TOP10xIRC_TOP10_20d
9560,2026-06-04,MGM,9,5,MLE_TOP10xIRC_TOP10_20d
9939,2026-06-04,MU,5,2,MLE_TOP10xIRC_TOP10_20d
49921110,2026-06-04,NTAP,3,1,MLE_TOP10xIRC_TOP10_20d
209411798,2026-06-04,HPE,2,1,MLE_TOP10xIRC_TOP10_20d
346218218,2026-06-04,DELL,1,1,MLE_TOP10xIRC_TOP10_20d
731466419,2026-06-04,SMCI,4,1,MLE_TOP10xIRC_TOP10_20d
9560,2026-06-05,MGM,4,3,MLE_TOP10xIRC_TOP10_20d
1715006,2026-06-05,A,10,8,MLE_TOP10xIRC_TOP10_20d
49921110,2026-06-05,NTAP,3,1,MLE_TOP10xIRC_TOP10_20d
209411798,2026-06-05,HPE,2,1,MLE_TOP10xIRC_TOP10_20d
346218218,2026-06-05,DELL,1,1,MLE_TOP10xIRC_TOP10_20d
731466419,2026-06-05,SMCI,7,1,MLE_TOP10xIRC_TOP10_20d
9560,2026-06-08,MGM,5,2,MLE_TOP10xIRC_TOP10_20d
49921110,2026-06-08,NTAP,6,1,MLE_TOP10xIRC_TOP10_20d
209411798,2026-06-08,HPE,2,1,MLE_TOP10xIRC_TOP10_20d
346218218,2026-06-08,DELL,1,1,MLE_TOP10xIRC_TOP10_20d
731466419,2026-06-08,SMCI,4,1,MLE_TOP10xIRC_TOP10_20d
8251,2026-06-09,HUM,6,8,MLE_TOP10xIRC_TOP10_20d
9560,2026-06-09,MGM,4,5,MLE_TOP10xIRC_TOP10_20d
1715006,2026-06-09,A,10,3,MLE_TOP10xIRC_TOP10_20d
2730877,2026-06-09,CRL,5,8,MLE_TOP10xIRC_TOP10_20d
49921110,2026-06-09,NTAP,9,6,MLE_TOP10xIRC_TOP10_20d
209411798,2026-06-09,HPE,1,6,MLE_TOP10xIRC_TOP10_20d
346218218,2026-06-09,DELL,2,6,MLE_TOP10xIRC_TOP10_20d
1715006,2026-06-10,A,10,8,MLE_TOP10xIRC_TOP10_20d
272667,2026-06-11,ODFL,9,8,MLE_TOP10xIRC_TOP10_20d
49921110,2026-06-11,NTAP,8,7,MLE_TOP10xIRC_TOP10_20d
209411798,2026-06-11,HPE,4,7,MLE_TOP10xIRC_TOP10_20d
346218218,2026-06-11,DELL,2,7,MLE_TOP10xIRC_TOP10_20d
8251,2026-06-12,HUM,2,10,MLE_TOP10xIRC_TOP10_20d
9560,2026-06-12,MGM,8,5,MLE_TOP10xIRC_TOP10_20d
209411798,2026-06-12,HPE,10,4,MLE_TOP10xIRC_TOP10_20d
12729,2026-06-15,TER,4,8,MLE_TOP10xIRC_TOP10_20d
13681,2026-06-15,WDC,3,4,MLE_TOP10xIRC_TOP10_20d
266093,2026-06-15,AMAT,1,8,MLE_TOP10xIRC_TOP10_20d
270639,2026-06-15,INTC,6,8,MLE_TOP10xIRC_TOP10_20d
732440574,2026-06-15,LRCX,2,8,MLE_TOP10xIRC_TOP10_20d
13681,2026-06-16,WDC,3,7,MLE_TOP10xIRC_TOP10_20d
9282,2026-06-17,LUV,6,2,MLE_TOP10xIRC_TOP10_20d
13681,2026-06-17,WDC,3,6,MLE_TOP10xIRC_TOP10_20d
491932113,2026-06-17,STX,10,6,MLE_TOP10xIRC_TOP10_20d
9282,2026-06-18,LUV,6,2,MLE_TOP10xIRC_TOP10_20d
266093,2026-06-18,AMAT,3,5,MLE_TOP10xIRC_TOP10_20d
270639,2026-06-18,INTC,5,5,MLE_TOP10xIRC_TOP10_20d
691984365,2026-06-18,GEV,10,8,MLE_TOP10xIRC_TOP10_20d
732440574,2026-06-18,LRCX,7,5,MLE_TOP10xIRC_TOP10_20d
9939,2026-06-22,MU,4,4,MLE_TOP10xIRC_TOP10_20d
12729,2026-06-22,TER,8,4,MLE_TOP10xIRC_TOP10_20d
266093,2026-06-22,AMAT,3,4,MLE_TOP10xIRC_TOP10_20d
270639,2026-06-22,INTC,2,4,MLE_TOP10xIRC_TOP10_20d
691984365,2026-06-22,GEV,10,5,MLE_TOP10xIRC_TOP10_20d
732440574,2026-06-22,LRCX,5,4,MLE_TOP10xIRC_TOP10_20d
5052,2026-06-23,BALL,9,5,MLE_TOP10xIRC_TOP10_20d
9282,2026-06-23,LUV,4,1,MLE_TOP10xIRC_TOP10_20d
79498203,2026-06-23,UAL,8,1,MLE_TOP10xIRC_TOP10_20d
9282,2026-06-24,LUV,7,1,MLE_TOP10xIRC_TOP10_20d
79498203,2026-06-24,UAL,5,1,MLE_TOP10xIRC_TOP10_20d
9282,2026-06-25,LUV,7,1,MLE_TOP10xIRC_TOP10_20d
79498203,2026-06-25,UAL,5,1,MLE_TOP10xIRC_TOP10_20d
9282,2026-06-26,LUV,7,1,MLE_TOP10xIRC_TOP10_20d
79498203,2026-06-26,UAL,4,1,MLE_TOP10xIRC_TOP10_20d
344809106,2026-06-26,MRNA,1,7,MLE_TOP10xIRC_TOP10_20d
9282,2026-06-27,LUV,7,1,MLE_TOP10xIRC_TOP10_20d
79498203,2026-06-27,UAL,4,1,MLE_TOP10xIRC_TOP10_20d
344809106,2026-06-27,MRNA,1,7,MLE_TOP10xIRC_TOP10_20d
