,conid,candidate_date,sf1_datekey,staleness_days,staleness_flag,identity_tier,is_alias,coverage_status,reason_code,revenue,netinc,eps,fcf,roe,grossmargin,netmargin,debt,de,assets,equity,ticker,revenue_yoy
900,8677881,2026-04-23,2026-02-09,73,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,-0.15346709402312808
901,32106121,2026-04-23,2026-02-27,55,,MATCHED_STRONG,False,OK,,2790459000.0,621483000.0,12.94,666189000.0,0.181,0.552,0.223,0.0,0.188,4194199000.0,3531497000.0,MPWR,0.2643101807802093
902,481863646,2026-04-23,2026-02-19,63,,MATCHED_STRONG,False,OK,,5480717000.0,3333751000.0,9.84,3971094000.0,2.492,0.879,0.608,3544741000.0,2.401,7259610000.0,2134671000.0,APP,0.1638199984371178
903,4391,2026-04-24,2026-02-04,79,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,0.3433779329067288
904,13096,2026-04-24,2026-04-24,0,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,0.14885662658109533
905,270639,2026-04-24,2026-04-24,0,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.012466808534679297
906,271568,2026-04-24,2026-02-05,78,,MATCHED_STRONG,False,OK,,4372400000.0,-68800000.0,-0.3,819900000.0,-0.023,0.554,-0.035,5366000000.0,1.184,14325500000.0,6560400000.0,MCHP,-0.08082995227984613
907,8677881,2026-04-24,2026-02-09,74,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,-0.15346709402312808
908,4391,2026-04-27,2026-02-04,82,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,0.3433779329067288
909,9939,2026-04-27,2026-03-19,39,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
910,13096,2026-04-27,2026-04-24,3,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,0.14885662658109533
911,270639,2026-04-27,2026-04-24,3,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
912,271568,2026-04-27,2026-02-05,81,,MATCHED_STRONG,False,OK,,4372400000.0,-68800000.0,-0.3,819900000.0,-0.023,0.554,-0.035,5366000000.0,1.184,14325500000.0,6560400000.0,MCHP,-0.08082995227984613
913,8677881,2026-04-27,2026-02-09,77,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,-0.15346709402312808
914,504546674,2026-04-27,2026-02-20,66,,MATCHED_STRONG,False,OK,,4473000000.0,1883000000.0,2.12,1584000000.0,0.223,0.953,0.421,0.0,3.171,38137000000.0,9140000000.0,HOOD,0.515757370382921
915,4391,2026-04-28,2026-02-04,83,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,0.3433779329067288
916,13096,2026-04-28,2026-04-24,4,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,0.14885662658109533
917,270639,2026-04-28,2026-04-24,4,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
918,8677881,2026-04-28,2026-02-09,78,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,-0.15346709402312808
919,4391,2026-04-29,2026-02-04,84,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,0.3433779329067288
920,13096,2026-04-29,2026-04-24,5,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,0.14885662658109533
921,270639,2026-04-29,2026-04-24,5,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
922,8677881,2026-04-29,2026-02-09,79,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,-0.15346709402312808
923,72529783,2026-04-29,2026-02-18,70,,MATCHED_STRONG,False,OK,,4209147000.0,159554000.0,2.73,271206000.0,0.062,0.383,0.038,1498263000.0,1.115,5573679000.0,2632422000.0,GNRC,-0.020179317915915762
924,77791077,2026-04-29,2026-04-28,1,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,0.02369552868619662
925,4391,2026-04-30,2026-02-04,85,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,0.3433779329067288
926,13096,2026-04-30,2026-04-24,6,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,0.14885662658109533
927,270639,2026-04-30,2026-04-24,6,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
928,273544,2026-04-30,2026-04-29,1,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,0.05207520397304011
929,8677881,2026-04-30,2026-02-09,80,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,-0.15346709402312808
930,72529783,2026-04-30,2026-02-18,71,,MATCHED_STRONG,False,OK,,4209147000.0,159554000.0,2.73,271206000.0,0.062,0.383,0.038,1498263000.0,1.115,5573679000.0,2632422000.0,GNRC,-0.020179317915915762
931,77791077,2026-04-30,2026-04-28,2,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,0.02369552868619662
932,491932113,2026-04-30,2026-04-29,1,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,0.37025513378967023
933,4391,2026-05-01,2026-02-04,86,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,0.3433779329067288
934,13096,2026-05-01,2026-04-24,7,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,0.14885662658109533
935,270639,2026-05-01,2026-04-24,7,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
936,273544,2026-05-01,2026-04-29,2,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,0.05207520397304011
937,8677881,2026-05-01,2026-02-09,81,,MATCHED_STRONG,False,OK,,5995400000.0,121000000.0,0.29,1450800000.0,0.015,0.331,0.02,3004800000.0,0.63,12524100000.0,7673300000.0,ON,-0.15346709402312808
938,72529783,2026-05-01,2026-02-18,72,,MATCHED_STRONG,False,OK,,4209147000.0,159554000.0,2.73,271206000.0,0.062,0.383,0.038,1498263000.0,1.115,5573679000.0,2632422000.0,GNRC,-0.020179317915915762
939,77791077,2026-05-01,2026-04-28,3,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,0.02369552868619662
940,491932113,2026-05-01,2026-04-29,2,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,0.37025513378967023
941,4391,2026-05-04,2026-02-04,89,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,0.3433779329067288
942,9939,2026-05-04,2026-03-19,46,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
943,13096,2026-05-04,2026-04-24,10,,MATCHED_STRONG,False,OK,,18438000000.0,5367000000.0,5.87,3721000000.0,0.325,0.573,0.291,14050000000.0,1.05,34393000000.0,16778000000.0,TXN,0.14885662658109533
944,270639,2026-05-04,2026-04-24,10,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
945,273544,2026-05-04,2026-04-29,5,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,0.05207520397304011
946,8677881,2026-05-04,2026-05-04,0,,MATCHED_STRONG,False,OK,,6063000000.0,573700000.0,1.4,1214300000.0,0.074,0.375,0.095,3006500000.0,0.642,12010800000.0,7301700000.0,ON,-0.1439221721757057
947,77791077,2026-05-04,2026-04-28,6,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,0.02369552868619662
948,491932113,2026-05-04,2026-04-29,5,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,0.2892271662763466
949,4391,2026-05-05,2026-02-04,90,,MATCHED_STRONG,False,OK,,34639000000.0,4335000000.0,2.67,6697000000.0,0.072,0.495,0.125,3847000000.0,0.221,76926000000.0,62999000000.0,AMD,0.3433779329067288
950,9939,2026-05-05,2026-03-19,47,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
951,270639,2026-05-05,2026-04-24,11,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
952,271568,2026-05-05,2026-02-05,89,,MATCHED_STRONG,False,OK,,4372400000.0,-68800000.0,-0.3,819900000.0,-0.023,0.554,-0.035,5366000000.0,1.184,14325500000.0,6560400000.0,MCHP,-0.08082995227984613
953,273544,2026-05-05,2026-04-29,6,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,0.05207520397304011
954,72529783,2026-05-05,2026-05-05,0,,MATCHED_STRONG,False,OK,,4326391000.0,188967000.0,3.25,333825000.0,0.072,0.381,0.044,1487231000.0,1.091,5593263000.0,2674692000.0,GNRC,0.007113170574095662
955,77791077,2026-05-05,2026-04-28,7,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,0.02369552868619662
956,491932113,2026-05-05,2026-04-29,6,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,0.2892271662763466
957,4391,2026-05-06,2026-05-06,0,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,0.45254993213108397
958,9939,2026-05-06,2026-03-19,48,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
959,270639,2026-05-06,2026-04-24,12,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
960,273544,2026-05-06,2026-04-29,7,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,0.05207520397304011
961,77791077,2026-05-06,2026-04-28,8,,MATCHED_NAME_VERIFIED,False,OK,,12615000000.0,2653000000.0,10.5,2712000000.0,0.261,0.55,0.21,11724000000.0,1.45,27113000000.0,10927000000.0,NXPI,0.02369552868619662
962,491932113,2026-05-06,2026-04-29,7,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,0.2892271662763466
963,4391,2026-05-07,2026-05-06,1,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,0.34969369369369363
964,9939,2026-05-07,2026-03-19,49,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
965,270639,2026-05-07,2026-04-24,13,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
966,273544,2026-05-07,2026-04-29,8,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,0.05207520397304011
967,1035459,2026-05-07,2026-05-05,2,,MATCHED_STRONG,False,OK,,13835088000.0,781416000.0,10.93,1492698000.0,-1.331,0.324,0.056,13220841000.0,-21.775,17499365000.0,-755496000.0,DVA,0.0795547596474595
968,13878278,2026-05-07,2026-04-28,9,,MATCHED_STRONG,False,OK,,198101000000.0,-6444000000.0,-13.12,7112000000.0,-0.287,0.072,-0.033,16371000000.0,2.784,81175000000.0,21427000000.0,CNC,0.17022872805463019
969,70236214,2026-05-07,2026-02-25,71,,MATCHED_STRONG,False,OK,,6799600000.0,1853400000.0,2.45,2225800000.0,1.236,0.805,0.273,996300000.0,7.395,10389200000.0,1237500000.0,FTNT,0.14167702071929877
970,383858515,2026-05-07,2026-05-07,0,,MATCHED_STRONG,False,OK,,3672031000.0,135673000.0,0.39,959417000.0,0.038,0.799,0.037,1285052000.0,0.743,6952012000.0,3988222000.0,DDOG,0.29544323223058133
971,491932113,2026-05-07,2026-04-29,8,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,0.2892271662763466
972,731466419,2026-05-07,2026-02-06,90,,MATCHED_STRONG,False,OK,,28057105000.0,872780000.0,1.46,440087000.0,0.133,0.08,0.031,4877836000.0,3.005,28001610000.0,6992015000.0,SMCI,0.34761172654607453
973,4391,2026-05-08,2026-05-06,2,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,0.34969369369369363
974,9939,2026-05-08,2026-03-19,50,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
975,270639,2026-05-08,2026-04-24,14,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
976,273544,2026-05-08,2026-04-29,9,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,0.05207520397304011
977,1035459,2026-05-08,2026-05-05,3,,MATCHED_STRONG,False,OK,,13835088000.0,781416000.0,10.93,1492698000.0,-1.331,0.324,0.056,13220841000.0,-21.775,17499365000.0,-755496000.0,DVA,0.0795547596474595
978,6220356,2026-05-08,2026-05-08,0,,MATCHED_STRONG,False,OK,,4266646000.0,435179000.0,3.02,764734000.0,0.091,0.583,0.102,5867705000.0,1.372,11645752000.0,4908825000.0,AKAM,0.06902190035598599
979,13878278,2026-05-08,2026-04-28,10,,MATCHED_STRONG,False,OK,,198101000000.0,-6444000000.0,-13.12,7112000000.0,-0.287,0.072,-0.033,16371000000.0,2.784,81175000000.0,21427000000.0,CNC,0.17022872805463019
980,70236214,2026-05-08,2026-05-08,0,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,0.15748428901696454
981,383858515,2026-05-08,2026-05-07,1,,MATCHED_STRONG,False,OK,,3672031000.0,135673000.0,0.39,959417000.0,0.038,0.799,0.037,1285052000.0,0.743,6952012000.0,3988222000.0,DDOG,0.29544323223058133
982,491932113,2026-05-08,2026-04-29,9,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,0.2892271662763466
983,4391,2026-05-11,2026-05-06,5,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,0.34969369369369363
984,9939,2026-05-11,2026-03-19,53,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
985,270639,2026-05-11,2026-04-24,17,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
986,273544,2026-05-11,2026-04-29,12,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,0.05207520397304011
987,70236214,2026-05-11,2026-05-08,3,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,0.15748428901696454
988,491932113,2026-05-11,2026-04-29,12,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,0.2892271662763466
989,4391,2026-05-12,2026-05-06,6,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,0.34969369369369363
990,9939,2026-05-12,2026-03-19,54,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
991,270639,2026-05-12,2026-04-24,18,,MATCHED_STRONG,False,OK,,53763000000.0,-3174000000.0,-0.63,-3119000000.0,-0.03,0.354,-0.059,45031000000.0,0.721,205332000000.0,111394000000.0,INTC,0.013554784707035639
992,273544,2026-05-12,2026-04-29,13,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,0.05207520397304011
993,1035459,2026-05-12,2026-05-05,7,,MATCHED_STRONG,False,OK,,13835088000.0,781416000.0,10.93,1492698000.0,-1.331,0.324,0.056,13220841000.0,-21.775,17499365000.0,-755496000.0,DVA,0.06682055721992719
994,70236214,2026-05-12,2026-05-08,4,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,0.15748428901696454
995,491932113,2026-05-12,2026-04-29,13,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,0.2892271662763466
996,4391,2026-05-13,2026-05-06,7,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,0.34969369369369363
997,9939,2026-05-13,2026-03-19,55,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
998,273544,2026-05-13,2026-04-29,14,,MATCHED_STRONG,False,OK,,44487000000.0,9923000000.0,9.37,12516000000.0,0.402,0.548,0.223,15270000000.0,1.095,57136000000.0,27278000000.0,QCOM,0.05207520397304011
999,1035459,2026-05-13,2026-05-05,8,,MATCHED_STRONG,False,OK,,13835088000.0,781416000.0,10.93,1492698000.0,-1.331,0.324,0.056,13220841000.0,-21.775,17499365000.0,-755496000.0,DVA,0.06682055721992719
1000,70236214,2026-05-13,2026-05-08,5,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,0.15748428901696454
1001,491932113,2026-05-13,2026-04-29,14,,MATCHED_NAME_VERIFIED,False,OK,,11010000000.0,2378000000.0,10.99,2412000000.0,9.164,0.415,0.216,3863000000.0,7.121,8892000000.0,1095000000.0,STX,0.2892271662763466
1002,4391,2026-05-14,2026-05-06,8,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,0.34969369369369363
1003,9939,2026-05-14,2026-03-19,56,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
1004,70236214,2026-05-14,2026-05-08,6,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,0.15748428901696454
1005,370757467,2026-05-14,2026-03-05,70,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,0.21711245176577232
1006,9939,2026-05-15,2026-03-19,57,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
1007,70236214,2026-05-15,2026-05-08,7,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,0.15748428901696454
1008,370757467,2026-05-15,2026-03-05,71,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,0.21711245176577232
1009,4391,2026-05-18,2026-05-06,12,,MATCHED_STRONG,False,OK,,37454000000.0,5009000000.0,3.08,8536000000.0,0.081,0.503,0.134,3871000000.0,0.235,79642000000.0,64462000000.0,AMD,0.34969369369369363
1010,70236214,2026-05-18,2026-05-08,10,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,0.15748428901696454
1011,370757467,2026-05-18,2026-03-05,74,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,0.21711245176577232
1012,268084,2026-05-19,2026-05-19,0,,MATCHED_STRONG,False,OK,,60746000000.0,11958000000.0,3.01,11788000000.0,0.251,0.643,0.197,31303000000.0,1.569,125546000000.0,48861000000.0,CSCO,0.1212714116952156
1013,70236214,2026-05-19,2026-05-08,11,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,0.15748428901696454
1014,370757467,2026-05-19,2026-03-05,75,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,0.21711245176577232
1015,70236214,2026-05-20,2026-05-08,12,,MATCHED_STRONG,False,OK,,7109500000.0,1954500000.0,2.6,2435500000.0,1.557,0.803,0.275,496800000.0,8.986,9883500000.0,989700000.0,FTNT,0.15748428901696454
1016,370757467,2026-05-20,2026-03-05,76,,MATCHED_STRONG,False,OK,,4812005000.0,-162502000.0,-0.163,1241490000.0,-0.042,0.747,-0.034,820077000.0,1.494,11086684000.0,4428390000.0,CRWD,0.21711245176577232
1017,8251,2026-05-21,2026-04-29,22,,MATCHED_STRONG,False,OK,,137200000000.0,1130000000.0,9.39,1295000000.0,0.062,0.14,0.008,14290000000.0,1.972,55280000000.0,18580000000.0,HUM,0.1408424938883437
1018,9939,2026-05-21,2026-03-19,63,,MATCHED_STRONG,False,OK,,58119000000.0,24111000000.0,21.46,10281000000.0,0.408,0.584,0.415,10798000000.0,0.401,101509000000.0,72459000000.0,MU,0.8554736136385404
